14400.0,294.8181818181818
14401.0,255.63636363636363
14403.0,275.0
14406.0,248.8181818181818
14410.0,240.72727272727272
14415.0,238.63636363636363
14421.0,217.0909090909091
14428.0,200.0
14436.0,195.9090909090909
14445.0,198.63636363636363
14455.0,166.63636363636363
14466.0,177.36363636363637
14478.0,169.0909090909091
14491.0,151.8181818181818
14505.0,161.45454545454547
14520.0,131.8181818181818
14536.0,126.63636363636364
14553.0,144.63636363636363
14571.0,128.1818181818182
14590.0,125.45454545454545
14610.0,123.27272727272727
14631.0,111.0
14653.0,104.72727272727273
14676.0,96.81818181818181
14700.0,82.63636363636364
14725.0,15.363636363636363
14751.0,74.45454545454545
14778.0,68.72727272727273
14806.0,73.36363636363636
14835.0,72.27272727272727
14865.0,76.81818181818181
14896.0,65.45454545454545
14928.0,61.45454545454545
14961.0,52.81818181818182
14995.0,46.90909090909091
15030.0,47.09090909090909
